"Cloud Provider","Account Number","Subscription Name","Service Name","Resource Name","Resource ID","Resource Type","Operating System","State","Private IP","Public IP","Network Interface","Owner","Project Name","Project ID","Region Name","Zone Name","VPC ID","Subnet ID","Memory (MB)","CPU Cores","Launch Time","Description","timestamp"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmiso-pxoxy1","1872115284749865229","n1-standard-1","centos-6","TERMINATED","10.179.66.2","None","","","projects/795816457381","isolated-common-services","asia-south1","asia-south1-c","tim-isolated-common-services","tim-isolated-common-services-subnet","3840","1","2021-06-01T01:29:24.395-07:00","","2023-06-09T03:51:03"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmpsccm-001","4732895156976705508","custom-4-16384","windows-server-2016-dc","RUNNING","10.41.8.4","None","","","projects/950594748624","cio-common-services-dr","asia-southeast1","asia-southeast1-b","tim-common-services-dr","tim-common-subnet-dr","16384","4","2021-04-08T03:55:07.969-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-techmaddr1","2666265595466410222","custom-8-24576","windows-server-2016-dc","RUNNING","10.41.8.2","None","","","projects/950594748624","cio-common-services-dr","asia-southeast1","asia-southeast1-b","tim-common-services-dr","tim-common-subnet-dr","24576","8","2021-02-21T22:58:09.904-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-drwtgaadp1","4543317585455582812","custom-4-16384","windows-server-2019-dc","RUNNING","10.41.8.5","None","","","projects/950594748624","cio-common-services-dr","asia-southeast1","asia-southeast1-a","tim-common-services-dr","tim-common-subnet-dr","16384","4","2021-04-09T03:47:16.390-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-drwtgexch01","3262638258539826945","custom-4-12288","windows-server-2012-r2-dc","RUNNING","10.41.8.7","None","","","projects/950594748624","cio-common-services-dr","asia-southeast1","asia-southeast1-a","tim-common-services-dr","tim-common-subnet-dr","12288","4","2021-04-09T03:52:32.531-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-drwtgaadp2","7716770428279951351","custom-4-16384","windows-server-2019-dc","RUNNING","10.41.8.6","None","","","projects/950594748624","cio-common-services-dr","asia-southeast1","asia-southeast1-c","tim-common-services-dr","tim-common-subnet-dr","16384","4","2021-04-09T03:48:56.972-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-techmaddr2","8908736235030112363","custom-8-24576","windows-server-2016-dc","RUNNING","10.41.8.3","None","","","projects/950594748624","cio-common-services-dr","asia-southeast1","asia-southeast1-c","tim-common-services-dr","tim-common-subnet-dr","24576","8","2021-02-21T23:00:20.962-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciostgcl-mediator","310082610313196461","f1-micro","debian-10-buster","RUNNING","10.41.0.28","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-b","netapp-ha-dr-vpc03","netapp-ha-vpc03-dr-subnet03","614","1","2021-01-29T00:54:27.269-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gsivmdciost-001","8428864512624904020","e2-medium","centos-7","RUNNING","10.41.1.196","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-b","trust-vpc-dr","trust-dr-subnet","4096","2","2021-03-11T21:18:53.515-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gsivmdciostr-b","6868363230238890652","e2-medium","windows-server-2016-dc","TERMINATED","10.41.1.194","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-b","trust-vpc-dr","trust-dr-subnet","4096","2","2021-01-29T02:33:25.098-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gsivmdciostr-b1","1643265262424586126","e2-medium","windows-server-2016-dc","RUNNING","10.41.0.46","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-b","trust-vpc-dr","corp-storage-dr-subnet","4096","2","2021-02-10T03:54:09.815-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciostgcl-vm1","5870322717386765237","n1-standard-8","Unknown","RUNNING","10.41.0.41","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","corp-storage-dr-subnet","30720","8","2021-01-29T00:54:51.236-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","demodrnfs","1094891083681106011","e2-medium","ubuntu-1604-xenial","RUNNING","10.41.0.45","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","corp-storage-dr-subnet","4096","2","2021-02-10T02:34:30.055-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciostgcl-vm2","4508637305086309301","n1-standard-8","Unknown","RUNNING","10.41.0.39","None","","","projects/1916292846","cio-storage-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","corp-storage-dr-subnet","30720","8","2021-01-29T00:54:50.830-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk013","7479154845828908306","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.46","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-11-09T06:41:02.644-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvm-15sap-sp1test","7931423569371939621","e2-medium","sles-sap-15","TERMINATED","10.179.87.80","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","4096","2","2021-09-13T00:29:15.295-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk014","2972075362940748519","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.47","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-11-09T06:41:13.936-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk015","3750902441517122300","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.48","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-11-09T06:41:24.424-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvm-centos7","1954833511613903722","e2-medium","centos-7","TERMINATED","10.179.87.72","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","4096","2","2021-04-05T06:15:51.098-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","delete","7146559162589937890","e2-medium","rhel-7-server","RUNNING","10.179.108.71","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-c","trust-vpc","cio-unix-rubrik-subnet","4096","2","2022-07-15T03:14:38.139-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk016","8645353657715786482","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.49","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-11-09T06:41:34.518-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk05","144359179741304543","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.38","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-03-03T21:48:33.661-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvm-rhel7","5123409569397521136","e2-medium","rhel-7-server","TERMINATED","10.179.87.66","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","4096","2","2021-04-05T05:35:45.340-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciobk005","2915343616621648659","n1-standard-16","ubuntu-2004-lts","RUNNING","10.179.108.75","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-c","trust-vpc","cio-unix-rubrik-subnet","61440","16","2023-04-20T22:58:21.558-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk06","7160998567762204271","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.39","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-03-03T21:49:53.458-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctcc01","5666900250081491285","n1-standard-4","windows-server-2019-dc","TERMINATED","10.179.108.3","None","","","projects/441557042658","cio-waas-mgmt","asia-south1","asia-south1-c","trust-vpc","cio-waas-app-subnet01","15360","4","2021-07-27T10:51:54.710-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk07","4595777187848394341","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.40","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-03-03T21:50:03.117-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvm-rhel8","4604029679782246958","e2-custom-4-10240","rhel-8-server","TERMINATED","10.179.87.67","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","10240","4","2021-04-05T05:38:27.010-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk08","7808799787709109885","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.41","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-03-03T21:50:11.831-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctst01","3366186849158427653","n1-standard-2","windows-server-2019-dc","TERMINATED","10.179.108.5","None","","","projects/441557042658","cio-waas-mgmt","asia-south1","asia-south1-c","trust-vpc","cio-waas-app-subnet01","7680","2","2021-07-27T11:05:31.470-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvm-ubuntu1804tls","3834340328811704847","e2-medium","ubuntu-1804-lts","TERMINATED","10.179.87.70","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","4096","2","2021-04-05T06:13:06.206-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk09","1826913678830597599","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.42","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-a","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2022-10-21T00:33:05.762-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciobk-test01","4377383173216176104","n1-standard-2","windows-server-2016-dc","TERMINATED","10.179.108.74","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","cio-unix-rubrik-subnet","7680","2","2023-03-01T03:37:44.774-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinubmst03","1321543641851484196","n1-standard-2","ubuntu-2004-lts","TERMINATED","10.179.108.45","None","","","projects/441557042658","cio-waas-mgmt","asia-south1","asia-south1-c","trust-vpc","cio-waas-mgmt-subnet01","7680","2","2021-08-13T05:34:20.142-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvm-ubuntu2004tls","1410363733020423107","e2-medium","ubuntu-2004-lts","TERMINATED","10.179.87.71","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","4096","2","2021-04-05T06:14:20.823-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk01","6047864188541660913","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.34","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2021-10-27T06:11:59.263-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciobkp002","6431186101651655401","custom-16-65536","Unknown","TERMINATED","10.179.251.228","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","corp-backup-subnet","65536","16","2020-12-07T01:21:11.469-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpincioctera-vm1","5132507388168094911","n1-standard-2","Unknown","RUNNING","10.179.85.8","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-c","trust-vpc","corp-storage-subnet","7680","2","2021-04-19T23:53:05.348-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk02","7547132805085720220","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.35","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2021-10-27T06:13:24.343-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-susemgr-001","7833446002308043271","custom-16-76800","sles-15-byos","RUNNING","10.179.87.37","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","trust-vpc","cio-unix-subnet","76800","16","2021-04-05T22:08:57.855-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk03","6643090761062870673","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.36","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2021-10-27T06:13:35.509-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciorbk01","1653264045097290179","n1-standard-16","virtual-disk-import","RUNNING","10.179.108.67","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","cio-unix-rubrik-subnet","61440","16","2021-10-07T02:00:29.670-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciostgcl-vm2","2747551411045137016","n1-standard-8","Unknown","RUNNING","10.179.85.20","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-c","trust-vpc","corp-storage-subnet","30720","8","2020-12-16T09:32:08.389-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvmsles15sp1","8260529252345492784","e2-medium","sles-sap-15","TERMINATED","10.179.87.69","None","","","projects/579325179778","cio-unix-services","asia-south1","asia-south1-c","cio-unix-services-vpc","cio-unix-subnet2","4096","2","2021-04-05T06:08:48.124-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpsgciorbk04","1822279757041299044","n1-standard-16","virtual-disk-import","RUNNING","10.41.3.37","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","cio-backup-services-dr-subnet1","61440","16","2021-10-27T06:13:48.195-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctcc02","4847649480481005173","n1-standard-4","windows-server-2019-dc","TERMINATED","10.179.108.9","None","","","projects/441557042658","cio-waas-mgmt","asia-south1","asia-south1-a","trust-vpc","cio-waas-app-subnet01","15360","4","2021-07-27T21:44:11.351-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciorbk02","2264324422577097085","n1-standard-16","virtual-disk-import","RUNNING","10.179.108.68","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","cio-unix-rubrik-subnet","61440","16","2021-10-07T02:02:11.139-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmpciost-001","5833718489242093245","e2-medium","centos-7","RUNNING","10.179.252.48","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-c","trust-vpc","trust-subnet","4096","2","2021-03-11T21:12:52.320-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","test-gs","7948688680761803337","e2-medium","debian-10-buster","TERMINATED","10.41.0.48","None","","","projects/467794819686","cio-backup-services-dr","asia-southeast1","asia-southeast1-c","trust-vpc-dr","corp-storage-dr-subnet","4096","2","2021-03-19T03:27:50.951-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctst02","8020286588756778969","n1-standard-2","windows-server-2019-dc","TERMINATED","10.179.108.10","None","","","projects/441557042658","cio-waas-mgmt","asia-south1","asia-south1-a","trust-vpc","cio-waas-app-subnet01","7680","2","2021-07-27T21:46:47.067-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciorbk03","1100698661172742513","n1-standard-16","virtual-disk-import","RUNNING","10.179.108.69","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","cio-unix-rubrik-subnet","61440","16","2021-10-07T02:02:22.810-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciostgcl-mediator","3480362514954844800","f1-micro","debian-10-buster","RUNNING","10.179.85.53","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-b","netapp-ha-vpc03","netapp-ha-vpc03-subnet01","614","1","2020-12-16T09:31:27.875-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciorbk04","4142687000357701959","n1-standard-16","virtual-disk-import","RUNNING","10.179.108.70","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","cio-unix-rubrik-subnet","61440","16","2021-10-07T02:02:33.375-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","netapp-gcp-cloud-insight2","3827333282897942065","custom-2-8192","rhel-8-server","RUNNING","10.179.252.56","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-b","trust-vpc","trust-subnet","8192","2","2022-05-18T05:38:55.764-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmdciobkp-b","1319182246311279291","e2-standard-2","windows-server-2016-dc","RUNNING","10.179.251.232","None","","","projects/802638399505","cio-backup-services","asia-south1","asia-south1-a","trust-vpc","corp-backup-subnet","8192","2","2020-12-07T20:43:01.676-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinciostgcl-vm1","3169983804206479992","n1-standard-8","Unknown","RUNNING","10.179.85.16","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-a","trust-vpc","corp-storage-subnet","30720","8","2020-12-16T09:32:08.423-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinmumstcm001","2654881560283845632","n1-standard-4","centos-7","RUNNING","10.179.85.4","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-a","trust-vpc","corp-storage-subnet","15360","4","2020-12-15T22:36:32.461-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmdciost-b","230141950667532122","e2-standard-4","windows-server-2016-dc","RUNNING","10.179.85.2","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-a","trust-vpc","corp-storage-subnet","16384","4","2020-12-15T21:23:02.884-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","netapp-gcp-cloud-insight1","9088212180870452964","custom-2-8192","rhel-8-server","RUNNING","10.179.252.55","None","","","projects/335079708634","cio-storage-services","asia-south1","asia-south1-a","trust-vpc","trust-subnet","8192","2","2022-05-18T05:35:24.878-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gmuvmiso-pxoxy1","1872115284749865229","n1-standard-1","centos-6","TERMINATED","10.179.66.2","None","","","projects/795816457381","isolated-common-services","asia-south1","asia-south1-c","tim-isolated-common-services","tim-isolated-common-services-subnet","3840","1","2021-06-01T01:29:24.395-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","bigip2-intm-gcp-int-f5waf-prod","7955986774051086289","n1-standard-16","f5-big-all-2slot-byol","RUNNING","10.179.252.40","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","trust-vpc","trust-subnet","61440","16","2020-11-08T22:27:10.911-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctadc01","7135353885026776390","n1-standard-4","Unknown","TERMINATED","10.90.0.225","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","management-vpc","management-subnet","15360","4","2021-08-12T00:20:09.652-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinmuvm-ap-02","8987688766671410050","e2-standard-4","windows-server-2019-dc","RUNNING","10.179.252.10","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","trust-vpc","trust-subnet","16384","4","2020-10-29T00:21:18.668-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinmuvm-ap-04","5111247476163478613","e2-standard-4","windows-server-2019-dc","RUNNING","10.179.252.12","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","trust-vpc","trust-subnet","16384","4","2021-10-29T02:11:23.289-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinmuvmpav001","5764194440571947806","custom-4-8192","windows-server-2016-dc","RUNNING","10.179.252.47","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","trust-vpc","trust-subnet","8192","4","2021-03-02T23:08:35.449-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gsivmsproxysrv1","8061773151027915218","n1-standard-2","centos-6","RUNNING","10.41.1.201","None","","","projects/825576849240","landing-zone-prod-dr","asia-southeast1","asia-southeast1-b","trust-vpc-dr","trust-dr-subnet","7680","2","2021-03-28T21:27:43.304-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gvm-wtgexch03","6062841860480911650","e2-custom-4-20480","windows-server-2012-r2-dc","RUNNING","10.179.252.50","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","trust-vpc","trust-subnet","20480","4","2022-02-01T01:05:17.874-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","instance-2","9130572988084365755","f1-micro","debian-10-buster","TERMINATED","10.41.1.195","None","","","projects/825576849240","landing-zone-prod-dr","asia-southeast1","asia-southeast1-b","trust-vpc-dr","trust-dr-subnet","614","1","2021-02-11T21:51:17.416-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","intm-gcp-inb-fw02","4463617366662883149","n1-standard-8","vmseries-flex-byol","RUNNING","10.90.1.3","35.200.254.117","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","internet-untrust-vpc","internet-untrust-subnet","30720","8","2020-10-28T00:11:31.576-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","intm-gcp-outb-fw02","2320135301037856939","n1-standard-4","vmseries-flex-byol","RUNNING","10.90.1.7","35.200.128.70","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","internet-untrust-vpc","internet-untrust-subnet","15360","4","2020-10-28T01:05:25.158-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","test-del","5232652015304884702","e2-medium","centos-7","TERMINATED","10.90.1.16","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","internet-untrust-vpc","internet-untrust-subnet","4096","2","2023-01-30T00:26:26.269-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","test-del01","5350347141555868478","n2d-standard-4","ubuntu-1804-lts","TERMINATED","10.90.2.9","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-c","interconnect-untrust-vpc","interconnect-untrust-subnet","16384","4","2023-02-02T00:01:22.124-08:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctadm04-vm","6648209593278654492","n2-standard-4","citrix-adm-agent-svc","RUNNING","10.179.108.20","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-b","trust-vpc","cio-waas-app-subnet01","16384","4","2021-08-16T05:15:47.714-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","gcpinctadm05-vm","5375646942803076149","n2-standard-4","citrix-adm-agent-svc","TERMINATED","10.90.0.42","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-b","management-vpc","management-subnet","16384","4","2021-08-17T22:30:02.869-07:00","","2023-06-09T10:39:13"
"GCP","019DAC-46CEC3-169EA2","billingAccounts","Compute Engine","bigip1-intm-gcp-int-f5waf-prod","2015826019025772540","n1-standard-16","f5-big-all-2slot-byol","RUNNING","10.179.252.39","None","","","projects/316259834507","landing-zone-prod","asia-south1","asia-south1-a","trust-vpc","trust-subnet","61440","16","2020-11-08T22:26:27.875-08:00","","2023-06-09T10:39:13"
